strong_linear_1,strong_linear_2,moderate_linear,weak_linear,confound_proxy_1,confound_proxy_2,confound_proxy_3,nonlinear_1,interaction_a,interaction_b,threshold_feature,pure_noise_1,pure_noise_2,pure_noise_3,pure_noise_4,target
0.309045342558374,-0.00316572920657726,-1.1995478577536,0.525423772000886,-0.705961403615288,-0.449189213990038,-0.0175328032477634,0.778179180856878,-0.212831496835965,0.324992244702697,1.39318125793491,0.175174949309003,0.0384984856952722,-0.552895933693713,-0.256402555532296,8.81834384484393
-0.019523241139962,1.63635204270774,0.913909097795655,-0.943530844708866,0.8826447841908,2.12622269142909,0.827484905568422,0.744523670390617,0.141569297035113,-0.967134981074693,0.839349114231602,-0.965276339599558,-2.38829245075118,0.153674020564188,-1.33707510788784,4.95741151355377
0.795897593985514,1.21337086960092,0.339231562264769,-0.675356519844487,-0.71777934855263,-0.564423680715596,-2.44853662213574,0.774402622887918,1.46274045078668,-0.134381412964944,0.872824351005635,-0.0715834716024972,1.1799134104257,-0.0435294665046663,1.25710278065519,2.36112351811871
1.6012319861552,0.0557474632360929,-0.24853723625443,1.58234374133718,-1.55161329418571,-1.81008313510036,-1.63335453033664,-0.138778360663638,-1.01860092808603,-0.922411760068581,-0.966156723370417,1.13157845153952,2.07002638247828,-0.414702386726967,0.336934330144052,6.45936799297633
-0.399244920876962,0.279798097839056,0.158623051719911,-1.25965790528433,-1.42021876038138,-1.59481487235953,-2.17975546603029,-0.219728738953334,-0.251401446634831,0.0818274314866133,-0.0793884244057029,-1.60952098308098,1.28404100683629,-0.702657745116651,-1.26689671292659,-0.863109049692347
-0.435623967330596,-1.22956789120865,0.282701207073143,1.57243186617121,0.903459182412825,-0.104488582040941,-0.372755537930928,-1.39182113231861,0.128819720525726,-0.203691518639613,-0.300465948720704,-0.697309150699027,-3.53885772506976,-1.90533045245094,0.43866796255826,5.48371842541971
1.57154659420996,-0.445056336014943,0.857653326130864,-0.426856889995651,-1.39644000077029,-1.31266925221499,-2.02288533542983,0.110677722956882,-1.00628862314915,0.31660856166845,-1.00560137568947,-1.81554162952534,0.451088212505566,-0.72380374435167,1.70156607005286,0.512913358816957
1.11925343493072,0.161741456666508,0.916722110245453,0.868622344354256,1.80267508209144,1.42157175918406,1.82043926508415,-0.309068205943138,0.192417804853557,-2.2197653284104,0.360164183945767,0.536975696943741,-0.466745810575046,-0.512295146260972,-0.03631593341592,7.39116731866672
-0.306394339556622,0.225914608685449,0.814769747367452,-0.46946079152947,-1.98199238582314,-1.71577329765966,-1.28474491093478,0.517242136558802,-0.658301330164363,-0.751304403533996,-0.537645757779817,1.22547054531447,-1.08424375361171,0.151231072166842,-0.00221266947056217,-0.225084330432212
0.431375743960133,-0.902480848488837,0.783592320881078,0.765955444158132,1.79085682247389,1.47664025845182,1.88436705260903,-0.949499897892365,-0.585595702613324,-1.23706022942714,0.655403829850237,-0.183409987292043,0.122732161638273,1.9630858846815,1.56800503104332,8.0698299899403
-0.231908079617959,0.91780475679589,0.913666707631827,-0.683139309957931,0.226208520785836,0.16431110088452,-0.152884565726825,0.984641443839415,-0.557038923738153,-0.420112838260583,-1.07019156289433,-1.0055200145153,-0.148947294899721,-0.615956193513419,-0.970383981751253,1.33403207942688
-1.32029253975928,1.69960791582278,0.778934207702012,-0.302511832143371,0.0518233718015521,-0.350936248432154,0.176829405232029,0.648566391545689,-1.26637907024401,-1.09047554718333,1.71904061284182,-0.976246451454535,0.508657804279841,-1.02373085374717,1.72755204262068,-8.85560597351443
0.586591981677665,0.0280061831676247,0.146933486897833,0.113507856865531,-0.448469296272818,0.150621453932383,-0.820373272940345,0.576270254833452,-0.0312473424128687,0.532174793350556,-0.896332658592062,-0.297057207872743,0.0565801893054541,-0.714496091303098,0.972911070368237,3.51254815529332
-2.43519437829123,1.05121242556927,-1.9484629450934,-1.57617152917881,0.151603629886611,0.270639007904906,-0.0176241071458159,-0.308060232430931,-0.919513806936984,-2.07012284210141,0.219302337200436,-0.300872045391525,-1.12081210688898,0.153344767602115,-0.924218963980015,-7.58939558446268
-1.83365011493397,0.49708852259707,-0.906530595701344,0.223348995666216,0.136196510453006,0.695388114966832,-0.730252303364639,0.810556254478871,-1.45074219589929,-1.1585976448727,0.791859310388068,0.91183177851337,-0.576601776742971,0.588635459796273,-0.668268999844115,-0.138761590693697
-0.898188497628816,-0.122868433461465,-1.00380866348863,-0.681899825243877,1.28076004946987,1.42896258686383,0.0522045979654899,-0.200369908037921,-0.284321867358656,0.616436764065778,-0.570640430200113,-0.668876034443013,-0.737958556325016,0.728345213069543,-0.52481283368229,0.214782034352099
-1.4012355630507,0.241196419279542,0.784503951022201,-0.532449251440346,-0.0384295721736767,0.307054339596194,-0.119726575273628,-0.0960012001804367,-0.0033005698624971,1.0726853661828,0.852468643432951,0.43507833818586,-1.71648317674445,0.827707998234266,-1.83356421398709,-2.95601110984666
0.66249536880883,0.0931700844407719,0.0880538724104803,-0.90007517482993,0.157889328551398,0.297795020388886,0.245133855413957,0.182349643135701,1.16148921630125,-0.333279051408783,-1.22918359780042,-0.305470029247868,-1.37164464395388,0.969230587611975,0.260471749070881,8.95219606369913
-1.04833443591478,0.556216626472591,-0.431821121822502,-2.83474088145167,-0.226946413651642,-0.206093292927355,-0.42158641422279,0.609328325432587,0.00922881390206755,0.13842877396144,1.45211769918256,-0.744756955239837,-0.211068669885194,-0.27888363747317,-0.878947003247853,3.20201388570207
-1.30835253681608,-0.620659056968579,-0.825694908719081,-0.614718873000756,-0.0988083876369398,-0.828014655459312,-0.306525780489483,-1.58502037397757,1.78900732934526,-0.170979375886186,0.0141492649657583,-0.330376063340977,1.42375407530728,2.05314018374121,0.296551321431305,1.66418183004891
1.4515725952578,0.185998997973833,0.915354798879982,2.85231005228938,0.522397378445262,0.196248411231757,-0.259645867526009,0.225605643253331,-0.937232040878752,-1.63844603629044,-0.59641140796888,0.33653838187098,-0.535557079698795,-0.354768521158764,-1.29094325032522,10.61834458236
-0.0826640523195992,0.81975049243839,1.08076416046471,0.716871397752063,-1.23739389373275,-1.3721052041829,-1.34522067764564,-0.519640413541591,-0.00200320434037533,0.478905851201176,-0.299181772427435,0.914933389881702,-0.75743077475279,0.109340576340909,0.923013236894499,3.6017367156895
0.0905747720060005,1.34165778893218,0.2473847488901,0.000998081671982509,-1.50538262863271,-1.36774429549536,-2.13846457407366,0.606584228350432,-0.670164700700991,0.0941009170251065,0.808919269392719,-0.25197318715849,-1.18128680667283,1.29582707177269,0.737625930130502,2.87424396180274
-1.80964585347003,0.707507925883505,-0.354376108151646,-0.690315285072305,0.46705517339196,0.181188155301285,1.2088808423288,1.47043970070512,-2.40056681882471,-0.541760486693487,-0.584455291850438,-1.20393813079777,0.0305364949953507,0.566425027987766,-0.705879014060215,-6.80850823485824
-0.245502678691041,1.83973969930525,0.0891609968706841,-0.140848924545508,0.231629157248917,0.149903657896954,-0.430464773228093,0.602439799801183,-1.68971531784129,-2.13353735489879,-0.749357689422778,0.999714803265441,1.17925933461013,-2.24084674402274,0.359649157882116,-0.677946457586851
-0.0372043852385277,-1.35725453970085,-1.03239897806172,0.58039589208817,-0.0396708353274504,0.497658870149517,-0.6354444787645,-1.16378056491926,0.749213355206404,0.27881531878703,-0.221536597583738,-0.898169383152115,2.00268276640859,0.00563583029685279,0.0829205593095799,8.68108214139417
